Transaction_ID,Customer_ID,Card_Number,Customer_Age,Gender,Merchant_Category,Amount,Transaction_Date,Transaction_Time,City,State,Country,Device_Type,Card_Present,CVV_Matched,International_Transaction,Daily_Transaction_Count,Previous_Fraud_Count,Class
TXN100339,CUST1678,5410225267711964,27,Male,Travel,149216.01,2026-04-04,12:22:20,Delhi,Delhi,India,Tablet,No,No,No,5,5,1
TXN100340,CUST1252,6687887883619689,67,Male,Fuel,35317.2,2026-01-02,06:54:01,Kochi,Kerala,India,Tablet,Yes,Yes,Yes,12,2,0
TXN100341,CUST1798,2472863330212606,41,Male,Fuel,99428.96,2026-02-07,15:53:38,Madurai,Tamil Nadu,India,Mobile,Yes,No,Yes,3,1,1
TXN100342,CUST1079,0962272847657041,27,Male,Grocery,90645.83,2026-03-30,16:10:00,Mumbai,Maharashtra,India,Tablet,No,No,No,8,3,1
TXN100343,CUST1161,4186236903628917,48,Female,Healthcare,124096.69,2026-03-26,01:51:23,Mumbai,Maharashtra,India,Laptop,No,Yes,Yes,3,2,1
TXN100344,CUST1618,5034281139043830,33,Female,Fuel,146500.64,2026-10-17,01:36:50,Delhi,Delhi,India,Mobile,Yes,No,Yes,10,0,1
TXN100345,CUST1366,4683565215681820,55,Female,Entertainment,87974.41,2026-01-20,09:10:09,Delhi,Delhi,India,Mobile,Yes,Yes,Yes,5,5,1
TXN100346,CUST1165,8898572545960633,57,Male,Electronics,85056.78,2026-09-12,03:51:00,Madurai,Tamil Nadu,India,POS,Yes,No,Yes,15,2,1
TXN100347,CUST1174,4214955112747472,25,Female,Grocery,54552.64,2026-05-27,12:26:54,Jaipur,Rajasthan,India,Laptop,No,No,No,12,0,0
TXN100348,CUST1519,7409038021462961,32,Female,Entertainment,100389.13,2026-06-28,14:29:41,Pune,Maharashtra,India,Tablet,Yes,Yes,Yes,4,3,1
TXN100349,CUST1787,6365155973714708,27,Female,Electronics,96050.45,2026-06-13,18:02:38,Mumbai,Maharashtra,India,Mobile,No,No,No,7,0,1
TXN100350,CUST1217,0644212146147683,60,Female,Electronics,124590.84,2026-02-17,13:21:48,Hyderabad,Telangana,India,Laptop,Yes,No,No,16,3,1
TXN100351,CUST1549,2659608931992550,27,Female,Electronics,74941.88,2026-06-12,03:50:43,Mumbai,Maharashtra,India,POS,Yes,No,Yes,15,5,1
TXN100352,CUST1593,1033682963533905,70,Female,Grocery,45326.57,2026-06-07,16:52:55,Coimbatore,Tamil Nadu,India,Tablet,No,No,No,12,2,1
TXN100353,CUST1556,6851276528928664,60,Female,Restaurant,105328.79,2026-02-20,02:51:53,Coimbatore,Tamil Nadu,India,Mobile,Yes,No,Yes,16,5,1
TXN100354,CUST1770,9817890463378613,48,Male,Travel,145144.03,2026-08-26,13:58:52,Mumbai,Maharashtra,India,Mobile,No,Yes,No,9,5,1
TXN100355,CUST1271,4630600025895529,45,Male,ATM,146024.87,2026-04-09,19:41:25,Chennai,Tamil Nadu,India,Tablet,Yes,No,Yes,13,2,1
TXN100356,CUST1530,2631281964825311,19,Female,Grocery,94352.67,2026-10-31,04:01:39,Pune,Maharashtra,India,Mobile,No,Yes,Yes,15,5,1
TXN100357,CUST1647,5233438364041209,24,Male,Entertainment,139083.49,2026-03-04,03:09:18,Hyderabad,Telangana,India,Laptop,Yes,Yes,No,12,1,0
TXN100358,CUST1503,0617136657224029,58,Male,Fuel,146388.59,2026-06-27,15:39:38,Pune,Maharashtra,India,Mobile,Yes,No,Yes,7,4,1
TXN100359,CUST1031,8088235130523124,35,Female,Fashion,142986.74,2026-06-28,22:35:41,Hyderabad,Telangana,India,Tablet,No,No,No,7,2,1
TXN100360,CUST1178,3461994237676945,57,Male,E-Commerce,57487.72,2026-04-13,18:22:23,Coimbatore,Tamil Nadu,India,Tablet,Yes,Yes,No,19,3,0
TXN100361,CUST1661,8560125625313552,67,Female,Fuel,1494.47,2026-12-19,00:45:21,Bengaluru,Karnataka,India,Tablet,No,Yes,Yes,13,2,1
TXN100362,CUST1617,3831849196655330,69,Female,Entertainment,7066.44,2026-05-21,13:07:07,Delhi,Delhi,India,Laptop,No,No,Yes,19,0,1
TXN100363,CUST1292,0907426088050171,69,Female,Restaurant,41237.3,2026-06-27,12:05:35,Kochi,Kerala,India,Tablet,Yes,No,No,15,3,0
TXN100364,CUST1125,5910300215632135,70,Male,Grocery,38990.17,2026-01-23,03:03:19,Coimbatore,Tamil Nadu,India,POS,No,No,No,6,1,0
TXN100365,CUST1123,2529671883977457,32,Male,Restaurant,114941.99,2026-12-31,02:22:35,Bengaluru,Karnataka,India,Laptop,Yes,Yes,No,2,1,1
TXN100366,CUST1222,7637153988547281,26,Male,Travel,57867.08,2026-08-20,19:32:12,Mumbai,Maharashtra,India,Laptop,Yes,No,No,6,5,1
TXN100367,CUST1315,9127113072407875,34,Male,ATM,12655.81,2026-08-09,06:09:25,Pune,Maharashtra,India,Tablet,No,Yes,No,9,2,0
TXN100368,CUST1665,6634362948978610,59,Male,Fuel,32975.99,2026-01-28,01:36:17,Bengaluru,Karnataka,India,Mobile,Yes,No,Yes,20,5,1
TXN100369,CUST1734,6661347323549401,29,Female,Restaurant,127891.96,2026-12-19,07:10:20,Coimbatore,Tamil Nadu,India,Laptop,Yes,No,No,5,0,0
TXN100370,CUST1439,5024120957907371,20,Male,E-Commerce,102022.94,2026-05-29,07:33:32,Madurai,Tamil Nadu,India,Laptop,Yes,Yes,No,11,3,1
TXN100371,CUST1503,5847457054589714,61,Male,Electronics,146796.68,2026-04-23,21:09:22,Delhi,Delhi,India,Mobile,Yes,No,No,7,5,1
TXN100372,CUST1092,3614878245569644,30,Male,E-Commerce,78035.66,2026-06-25,19:07:27,Delhi,Delhi,India,POS,No,Yes,Yes,16,5,1
TXN100373,CUST1151,7284982474140703,36,Male,Grocery,73280.55,2026-01-03,13:22:42,Chennai,Tamil Nadu,India,Mobile,No,Yes,No,10,4,0
TXN100374,CUST1788,8214236914307536,45,Female,Fuel,133960.39,2026-06-04,19:19:11,Jaipur,Rajasthan,India,Tablet,No,Yes,Yes,9,1,0
TXN100375,CUST1205,4414978266128758,61,Female,Entertainment,53161.37,2026-08-27,13:26:29,Chennai,Tamil Nadu,India,Mobile,No,Yes,Yes,20,2,1
TXN100376,CUST1249,9852989406260787,21,Male,Grocery,40562.72,2026-11-29,03:21:38,Coimbatore,Tamil Nadu,India,POS,No,No,Yes,4,5,1
TXN100377,CUST1599,8038287232440793,25,Male,Grocery,22995.66,2026-03-03,16:06:15,Bengaluru,Karnataka,India,Mobile,No,Yes,No,13,0,0
TXN100378,CUST1308,6723849791620223,28,Male,Entertainment,72095.95,2026-05-29,21:06:37,Delhi,Delhi,India,POS,No,No,No,4,3,0
TXN100379,CUST1436,2047196094097052,47,Female,Restaurant,1417.55,2026-03-23,11:32:54,Pune,Maharashtra,India,Laptop,No,No,Yes,6,5,1
TXN100380,CUST1156,5957244617679298,67,Female,Electronics,104680.42,2026-10-29,18:22:37,Jaipur,Rajasthan,India,Tablet,Yes,Yes,Yes,6,1,0
TXN100381,CUST1109,7753312661094101,46,Female,E-Commerce,94712.54,2026-01-16,05:20:06,Delhi,Delhi,India,Tablet,Yes,Yes,Yes,9,3,1
TXN100382,CUST1449,4332683190130205,67,Female,E-Commerce,82009.8,2026-02-06,10:11:43,Pune,Maharashtra,India,Tablet,Yes,Yes,No,17,2,1
TXN100383,CUST1366,9821766191284117,32,Male,E-Commerce,81103.68,2026-01-12,07:52:18,Hyderabad,Telangana,India,Tablet,No,Yes,Yes,10,0,1
TXN100384,CUST1548,9389846908197400,39,Female,Restaurant,30116.66,2026-01-31,04:13:35,Kochi,Kerala,India,Mobile,Yes,No,Yes,19,4,1
TXN100385,CUST1720,0516991872401078,32,Female,Healthcare,71665.01,2026-04-27,00:59:03,Chennai,Tamil Nadu,India,Laptop,No,Yes,No,2,3,0
TXN100386,CUST1713,2668217195535603,32,Male,E-Commerce,1556.95,2026-07-31,23:48:56,Pune,Maharashtra,India,Mobile,Yes,Yes,Yes,3,0,0
TXN100387,CUST1185,4055934296711148,31,Female,Travel,134651.14,2026-04-23,14:45:19,Kochi,Kerala,India,POS,Yes,No,No,18,4,1
TXN100388,CUST1107,0569741328348315,64,Male,Grocery,146687.56,2026-12-24,14:41:48,Delhi,Delhi,India,Mobile,Yes,No,Yes,9,2,1
TXN100389,CUST1603,6410496706670336,29,Female,ATM,7886.33,2026-06-06,01:34:48,Kochi,Kerala,India,Mobile,No,No,Yes,1,2,1
TXN100390,CUST1744,9660186487699842,42,Female,Fashion,19824.31,2026-01-08,08:51:43,Hyderabad,Telangana,India,Mobile,Yes,No,No,19,3,0
TXN100391,CUST1281,5449014954277070,47,Male,Travel,72057.18,2026-10-12,06:26:03,Jaipur,Rajasthan,India,Mobile,No,No,Yes,15,1,1
TXN100392,CUST1265,4472322903102879,38,Male,ATM,107617.79,2026-02-01,22:16:16,Chennai,Tamil Nadu,India,POS,Yes,Yes,No,4,0,0
TXN100393,CUST1116,8133595616420595,39,Female,Travel,70629.22,2026-05-31,19:01:10,Kochi,Kerala,India,Mobile,No,Yes,Yes,4,4,1
TXN100394,CUST1217,5889536902611398,54,Female,ATM,109970.2,2026-09-28,01:38:30,Pune,Maharashtra,India,Tablet,No,No,Yes,19,2,1
TXN100395,CUST1250,5353751376515881,41,Female,E-Commerce,34590.96,2026-08-03,07:36:52,Madurai,Tamil Nadu,India,Laptop,No,Yes,No,10,2,0
TXN100396,CUST1084,6682973270216487,65,Male,Electronics,130425.35,2026-08-09,00:44:10,Coimbatore,Tamil Nadu,India,Laptop,No,No,No,5,3,1
TXN100397,CUST1714,8341559991015767,65,Female,Restaurant,113661.13,2026-12-25,04:46:11,Jaipur,Rajasthan,India,Mobile,Yes,Yes,No,15,3,1
TXN100398,CUST1329,7289413475098898,45,Female,Travel,57640.96,2026-04-02,04:02:52,Bengaluru,Karnataka,India,Tablet,No,No,Yes,12,2,1
TXN100399,CUST1170,1447732449134213,53,Male,Grocery,89778.81,2026-01-21,17:34:51,Bengaluru,Karnataka,India,Mobile,No,Yes,No,7,2,0
TXN100400,CUST1585,6782741176741241,40,Male,Fashion,109117.87,2026-06-17,05:32:21,Hyderabad,Telangana,India,Tablet,Yes,No,Yes,14,0,1
TXN100401,CUST1723,8538003296334727,70,Male,Entertainment,42425.82,2026-04-12,20:56:05,Pune,Maharashtra,India,Laptop,Yes,No,Yes,16,4,1
TXN100402,CUST1626,3206496935782434,60,Female,Entertainment,119522.09,2026-07-20,19:22:34,Delhi,Delhi,India,POS,Yes,Yes,Yes,10,3,1
TXN100403,CUST1458,5361275156277963,19,Female,Restaurant,76147.74,2026-07-29,01:35:49,Kochi,Kerala,India,POS,No,No,No,15,3,1
TXN100404,CUST1409,4047350476392831,57,Female,Electronics,90763.93,2026-01-11,23:01:51,Mumbai,Maharashtra,India,Mobile,No,No,Yes,2,4,1
TXN100405,CUST1216,5832863425563830,20,Male,ATM,15422.98,2026-07-23,15:02:10,Hyderabad,Telangana,India,POS,Yes,Yes,Yes,2,2,0
TXN100406,CUST1387,6241118600892196,30,Female,Travel,63801.65,2026-01-12,09:17:29,Bengaluru,Karnataka,India,Mobile,No,No,No,10,3,1
TXN100407,CUST1096,3684748836076581,46,Male,E-Commerce,146279.83,2026-07-23,07:28:23,Delhi,Delhi,India,Mobile,No,No,Yes,3,0,1
TXN100408,CUST1575,2379312697893074,44,Female,Travel,125156.8,2026-01-19,10:44:36,Jaipur,Rajasthan,India,Tablet,Yes,No,Yes,18,3,1
TXN100409,CUST1559,7535778811616202,51,Male,Electronics,29645.27,2026-02-28,01:56:27,Delhi,Delhi,India,Laptop,No,Yes,No,13,0,0
TXN100410,CUST1446,4485959224839589,34,Female,Entertainment,31632.04,2026-06-19,23:46:54,Madurai,Tamil Nadu,India,Laptop,No,Yes,No,14,1,0
TXN100411,CUST1069,0433187510979215,58,Male,Travel,94341.82,2026-04-09,08:18:52,Mumbai,Maharashtra,India,POS,No,No,No,18,4,1
TXN100412,CUST1657,3192134249128965,54,Female,E-Commerce,100291.11,2026-08-31,06:10:00,Bengaluru,Karnataka,India,Laptop,Yes,Yes,Yes,6,3,1
TXN100413,CUST1001,5102876754813866,67,Female,Entertainment,53281.0,2026-09-25,10:33:05,Jaipur,Rajasthan,India,Laptop,Yes,No,Yes,14,4,1
TXN100414,CUST1453,7418652057563983,42,Female,Electronics,139982.21,2026-01-06,06:28:23,Pune,Maharashtra,India,Laptop,Yes,No,No,4,2,1
TXN100415,CUST1260,8094047604409079,58,Female,Entertainment,26106.96,2026-11-28,17:51:06,Chennai,Tamil Nadu,India,POS,Yes,Yes,Yes,5,0,0
TXN100416,CUST1123,0705184390552958,18,Female,Healthcare,125665.62,2026-12-09,01:04:12,Pune,Maharashtra,India,Laptop,No,Yes,Yes,15,0,1
TXN100417,CUST1283,9386204485157919,47,Male,Fuel,137705.76,2026-04-04,23:05:11,Kochi,Kerala,India,Mobile,Yes,Yes,Yes,12,3,1
TXN100418,CUST1084,3432406424295633,35,Male,Electronics,146892.77,2026-05-13,22:28:16,Coimbatore,Tamil Nadu,India,Tablet,No,No,No,17,3,1
TXN100419,CUST1647,2096289365435884,23,Male,Restaurant,32777.33,2026-05-14,01:59:07,Pune,Maharashtra,India,Laptop,No,Yes,No,19,2,1
TXN100420,CUST1382,9690515026755125,37,Male,Entertainment,82039.38,2026-01-12,14:51:39,Delhi,Delhi,India,Tablet,No,No,Yes,9,5,1
TXN100421,CUST1383,9576403816649690,28,Male,Restaurant,132994.96,2026-12-24,16:12:36,Madurai,Tamil Nadu,India,Laptop,No,Yes,Yes,10,1,1
TXN100422,CUST1355,7627023244123361,64,Male,Electronics,102722.8,2026-07-11,00:30:10,Kochi,Kerala,India,Mobile,No,No,Yes,16,5,1
TXN100423,CUST1386,7316252654696815,49,Male,Fashion,132843.94,2026-04-02,07:23:23,Kochi,Kerala,India,Mobile,No,Yes,Yes,5,3,1
TXN100424,CUST1193,0346156262446704,44,Male,Electronics,59762.51,2026-09-22,03:29:51,Coimbatore,Tamil Nadu,India,POS,Yes,No,Yes,6,2,1
TXN100425,CUST1132,9867076604641978,41,Female,Travel,126633.05,2026-07-06,03:50:11,Mumbai,Maharashtra,India,Tablet,Yes,Yes,Yes,11,5,1
TXN100426,CUST1605,4389760740177509,61,Female,Restaurant,63884.1,2026-12-12,09:49:52,Chennai,Tamil Nadu,India,POS,Yes,No,No,14,0,0
TXN100427,CUST1305,0915086321812276,35,Female,Entertainment,103364.34,2026-05-05,23:52:33,Jaipur,Rajasthan,India,Tablet,Yes,Yes,No,12,0,0
TXN100428,CUST1742,1681546602416139,34,Female,E-Commerce,77130.23,2026-05-05,22:51:03,Kochi,Kerala,India,Tablet,Yes,No,No,6,2,0
TXN100429,CUST1047,9624406306244795,24,Male,Fashion,2760.03,2026-06-16,07:04:39,Hyderabad,Telangana,India,Tablet,No,No,No,16,4,1
TXN100430,CUST1013,5555727738264609,23,Female,ATM,147742.83,2026-02-12,06:47:33,Kochi,Kerala,India,POS,No,No,No,15,0,1
TXN100431,CUST1160,9929596604873682,42,Male,Fuel,59392.67,2026-04-19,03:36:18,Madurai,Tamil Nadu,India,Laptop,No,No,No,7,3,1
TXN100432,CUST1614,4551588863677472,29,Female,Restaurant,550.44,2026-06-21,14:41:11,Coimbatore,Tamil Nadu,India,Tablet,No,No,No,7,5,1
TXN100433,CUST1230,2998199605932971,41,Male,E-Commerce,132532.7,2026-12-01,12:35:32,Bengaluru,Karnataka,India,Laptop,No,No,Yes,6,3,1
TXN100434,CUST1730,3524103977397327,50,Male,E-Commerce,125689.42,2026-03-23,07:29:46,Coimbatore,Tamil Nadu,India,Mobile,Yes,No,No,13,0,1
TXN100435,CUST1428,4819807704605687,45,Male,Fuel,21940.26,2026-05-15,18:48:50,Coimbatore,Tamil Nadu,India,Laptop,No,No,No,5,1,0
TXN100436,CUST1216,4151773454757494,56,Male,Electronics,22246.19,2026-05-28,00:14:56,Kochi,Kerala,India,POS,No,No,Yes,19,5,1
TXN100437,CUST1313,7742229464303942,55,Male,Restaurant,54656.06,2026-09-18,23:55:33,Mumbai,Maharashtra,India,Tablet,Yes,No,Yes,19,4,1
TXN100438,CUST1322,8567287276015343,32,Male,Restaurant,91315.75,2026-03-03,20:12:22,Delhi,Delhi,India,Tablet,Yes,Yes,Yes,12,5,1
TXN100439,CUST1034,6158148881079833,34,Male,Fashion,34289.57,2026-08-22,05:02:38,Hyderabad,Telangana,India,POS,Yes,Yes,Yes,5,4,0
TXN100440,CUST1213,3399771805137171,48,Male,Fuel,81378.21,2026-04-21,19:31:19,Jaipur,Rajasthan,India,Mobile,No,Yes,No,7,4,0
TXN100441,CUST1630,7046947258784448,33,Female,Restaurant,101692.49,2026-09-15,09:40:28,Coimbatore,Tamil Nadu,India,Laptop,No,Yes,No,17,3,1
TXN100442,CUST1508,2216417582313348,37,Female,ATM,70807.75,2026-12-17,09:59:39,Bengaluru,Karnataka,India,Laptop,No,Yes,Yes,13,1,0
TXN100443,CUST1625,2587964347452455,65,Female,Entertainment,46237.13,2026-10-16,12:48:26,Chennai,Tamil Nadu,India,Tablet,Yes,No,No,5,3,0
TXN100444,CUST1020,3344505665883398,46,Female,Fuel,11210.32,2026-03-24,10:46:30,Jaipur,Rajasthan,India,Tablet,Yes,No,No,8,2,0
TXN100445,CUST1601,6010548574172156,70,Male,Electronics,88491.76,2026-10-21,06:35:05,Delhi,Delhi,India,Laptop,No,No,No,1,1,1
TXN100446,CUST1791,1557325737553449,65,Male,Electronics,17922.61,2026-07-30,13:25:51,Delhi,Delhi,India,Mobile,Yes,No,Yes,19,3,1
TXN100447,CUST1033,8587495119181828,23,Female,E-Commerce,97543.59,2026-04-08,02:49:43,Mumbai,Maharashtra,India,POS,No,No,Yes,11,0,1
TXN100448,CUST1187,9578606940960035,45,Male,Restaurant,128343.42,2026-10-27,21:49:20,Pune,Maharashtra,India,Tablet,Yes,No,Yes,7,1,1
TXN100449,CUST1212,4210890285155333,37,Male,Healthcare,148650.99,2026-04-30,06:49:22,Chennai,Tamil Nadu,India,Laptop,No,Yes,No,1,3,1
TXN100450,CUST1762,3607763369112898,25,Male,Fashion,18097.73,2026-09-08,23:38:22,Kochi,Kerala,India,Tablet,Yes,Yes,Yes,17,2,0
TXN100451,CUST1521,1700666155416431,59,Female,Entertainment,2426.71,2026-05-21,23:41:57,Kochi,Kerala,India,Mobile,Yes,Yes,Yes,19,0,0
TXN100452,CUST1160,2700934596262282,65,Male,Travel,131867.66,2026-02-26,05:01:31,Bengaluru,Karnataka,India,POS,No,No,No,20,2,1
TXN100453,CUST1030,0507026086982210,40,Male,Fuel,63011.44,2026-02-03,03:30:29,Mumbai,Maharashtra,India,Tablet,Yes,Yes,No,16,3,0
TXN100454,CUST1264,2585917793238223,60,Male,Fuel,107604.35,2026-05-25,19:06:15,Bengaluru,Karnataka,India,POS,Yes,No,No,15,5,1
TXN100455,CUST1605,8894256529060320,27,Male,Fashion,24324.69,2026-06-15,00:36:30,Delhi,Delhi,India,POS,Yes,No,No,7,3,0
TXN100456,CUST1559,7148552457871584,22,Female,Healthcare,96361.79,2026-10-06,04:06:14,Delhi,Delhi,India,Mobile,Yes,No,Yes,12,2,1
TXN100457,CUST1464,6818268323035892,54,Male,ATM,54430.29,2026-04-28,22:33:10,Kochi,Kerala,India,Laptop,Yes,Yes,Yes,5,4,0
TXN100458,CUST1625,6340646867752401,34,Female,Fashion,138461.67,2026-11-10,19:04:03,Mumbai,Maharashtra,India,Laptop,Yes,No,Yes,8,3,1
TXN100459,CUST1164,6693351342619237,27,Female,Travel,1664.82,2026-03-02,16:19:33,Coimbatore,Tamil Nadu,India,Tablet,Yes,No,No,4,4,0
TXN100460,CUST1466,2154064176927438,24,Male,E-Commerce,143962.18,2026-07-05,07:55:54,Delhi,Delhi,India,Tablet,No,Yes,Yes,9,5,1
TXN100461,CUST1751,4485645101739739,45,Female,Fuel,149595.52,2026-12-29,15:35:38,Jaipur,Rajasthan,India,Tablet,No,Yes,Yes,19,5,1
TXN100462,CUST1101,9113599660577980,43,Female,Grocery,32445.13,2026-04-03,00:40:21,Coimbatore,Tamil Nadu,India,POS,No,Yes,No,9,2,0
TXN100463,CUST1353,5347057423885652,49,Male,Travel,52803.11,2026-10-03,23:51:53,Bengaluru,Karnataka,India,POS,No,Yes,Yes,13,2,1
TXN100464,CUST1637,7263475575225013,55,Female,ATM,105049.23,2026-10-14,09:48:35,Pune,Maharashtra,India,Laptop,No,Yes,Yes,3,0,1
TXN100465,CUST1729,9642585626149915,32,Female,Grocery,36923.24,2026-03-21,21:17:01,Delhi,Delhi,India,Laptop,Yes,Yes,Yes,15,5,1
TXN100466,CUST1222,2043097768893628,55,Female,E-Commerce,133296.19,2026-07-18,23:16:45,Kochi,Kerala,India,POS,No,No,No,8,2,1
TXN100467,CUST1554,5125389218785193,64,Female,ATM,123170.58,2026-04-25,14:17:36,Chennai,Tamil Nadu,India,Tablet,No,No,No,3,1,1
TXN100468,CUST1460,8057215149409762,43,Male,Entertainment,46508.3,2026-12-23,21:19:21,Bengaluru,Karnataka,India,Tablet,Yes,No,Yes,20,0,0
TXN100469,CUST1367,9119186233922071,39,Male,Fuel,141924.76,2026-10-21,22:43:24,Mumbai,Maharashtra,India,Tablet,No,Yes,No,6,0,0
TXN100470,CUST1182,6471246335157184,19,Male,ATM,8918.97,2026-07-11,03:10:00,Pune,Maharashtra,India,Mobile,Yes,No,No,10,0,0
TXN100471,CUST1582,9512397283512959,29,Female,Electronics,76123.94,2026-08-16,00:39:02,Pune,Maharashtra,India,Mobile,No,No,Yes,12,5,1
TXN100472,CUST1185,9821739295786718,22,Female,Fashion,54885.74,2026-05-03,15:12:50,Mumbai,Maharashtra,India,Mobile,No,Yes,No,19,0,0
TXN100473,CUST1094,5899886834527346,43,Female,Healthcare,12404.21,2026-01-13,15:06:20,Pune,Maharashtra,India,Tablet,No,No,No,10,5,0
TXN100474,CUST1541,0314998250800463,40,Male,Healthcare,110794.09,2026-09-26,05:32:23,Chennai,Tamil Nadu,India,Laptop,Yes,No,Yes,8,5,1
TXN100475,CUST1328,1373990063140352,42,Male,Travel,137641.68,2026-07-25,01:09:09,Jaipur,Rajasthan,India,Laptop,No,No,No,7,5,1
TXN100476,CUST1755,4606664374906072,60,Male,Fuel,95657.68,2026-03-01,05:57:50,Delhi,Delhi,India,Mobile,Yes,No,Yes,9,5,1
TXN100477,CUST1733,6484494116318732,51,Male,Entertainment,71849.03,2026-02-27,07:02:53,Mumbai,Maharashtra,India,Laptop,Yes,Yes,Yes,14,4,1
TXN100478,CUST1380,7279083350902542,40,Female,Fashion,135239.34,2026-01-29,12:24:09,Hyderabad,Telangana,India,Mobile,Yes,Yes,Yes,11,5,1
TXN100479,CUST1739,7071398482285011,44,Male,E-Commerce,108086.35,2026-06-14,11:02:09,Coimbatore,Tamil Nadu,India,Laptop,Yes,No,Yes,19,0,1
TXN100480,CUST1397,9130981079649673,61,Female,E-Commerce,37543.85,2026-11-22,14:30:58,Madurai,Tamil Nadu,India,Tablet,No,Yes,Yes,10,5,1
TXN100481,CUST1749,2642506420768362,58,Female,Fashion,141285.07,2026-08-04,13:29:46,Delhi,Delhi,India,Tablet,No,No,No,11,2,1
TXN100482,CUST1682,6283333939578654,31,Female,Electronics,70561.36,2026-10-05,20:28:19,Jaipur,Rajasthan,India,Tablet,Yes,Yes,Yes,11,4,1
TXN100483,CUST1161,6862703692492693,27,Female,Travel,70313.54,2026-03-08,15:20:39,Jaipur,Rajasthan,India,Mobile,Yes,Yes,Yes,1,0,0
TXN100484,CUST1055,5155323415959775,63,Male,Restaurant,45520.91,2026-10-15,05:57:56,Madurai,Tamil Nadu,India,Laptop,No,Yes,No,6,4,0
TXN100485,CUST1481,4312710267672095,46,Male,Entertainment,134103.51,2026-09-09,21:36:22,Kochi,Kerala,India,Mobile,No,Yes,Yes,5,4,1
TXN100486,CUST1308,6213541597099625,34,Male,ATM,42072.86,2026-09-24,00:31:20,Madurai,Tamil Nadu,India,Mobile,Yes,No,No,15,3,1
TXN100487,CUST1346,0471580290904637,42,Female,Grocery,104308.48,2026-05-19,22:24:21,Kochi,Kerala,India,Tablet,No,No,Yes,12,5,1
TXN100488,CUST1268,8374417158102131,29,Female,Fuel,23143.22,2026-05-02,02:55:04,Chennai,Tamil Nadu,India,Mobile,No,Yes,Yes,19,5,1
TXN100489,CUST1472,5191023121106330,63,Male,Healthcare,48094.72,2026-09-29,06:30:52,Bengaluru,Karnataka,India,Tablet,Yes,No,No,19,0,0
TXN100490,CUST1520,0123428931132532,43,Female,E-Commerce,61871.68,2026-11-24,09:13:27,Hyderabad,Telangana,India,POS,Yes,Yes,No,10,1,0
TXN100491,CUST1065,7509617015959194,64,Female,Entertainment,53748.97,2026-09-03,11:31:19,Delhi,Delhi,India,POS,Yes,Yes,Yes,2,5,0
TXN100492,CUST1477,7567772266025626,41,Male,Healthcare,118716.7,2026-12-05,05:09:37,Madurai,Tamil Nadu,India,Laptop,Yes,Yes,No,16,1,0
TXN100493,CUST1203,0762484337976627,60,Male,Travel,144217.84,2026-02-04,10:45:30,Jaipur,Rajasthan,India,POS,Yes,Yes,No,7,3,0
TXN100494,CUST1316,2549691928455259,48,Male,Grocery,67089.38,2026-08-02,07:13:20,Bengaluru,Karnataka,India,POS,No,No,No,19,2,1
TXN100495,CUST1716,3259399337970581,42,Male,E-Commerce,48282.16,2026-09-28,15:29:38,Hyderabad,Telangana,India,Mobile,No,No,Yes,9,5,1
TXN100496,CUST1147,5073305597824575,56,Male,Fashion,143660.97,2026-11-02,19:07:18,Chennai,Tamil Nadu,India,Laptop,No,Yes,No,14,5,1
TXN100497,CUST1012,4432400615727682,56,Female,Travel,16206.34,2026-05-21,14:17:12,Jaipur,Rajasthan,India,Tablet,No,Yes,Yes,11,0,0
TXN100498,CUST1335,8752568065625904,38,Male,ATM,8426.08,2027-01-01,04:31:04,Coimbatore,Tamil Nadu,India,Laptop,Yes,Yes,Yes,8,0,0
TXN100499,CUST1366,5165176808662813,46,Male,Fuel,114426.47,2026-05-14,07:15:03,Pune,Maharashtra,India,Mobile,Yes,Yes,No,2,0,0
TXN100500,CUST1239,2285566084706810,30,Male,Fashion,34464.42,2026-09-09,00:22:44,Coimbatore,Tamil Nadu,India,POS,Yes,No,Yes,5,4,1
TXN100501,CUST1008,9448586239453546,25,Female,Entertainment,4371.18,2026-11-05,20:42:32,Mumbai,Maharashtra,India,Laptop,Yes,Yes,Yes,13,0,0
TXN100502,CUST1211,3943945703943804,18,Male,Electronics,129060.68,2026-04-16,15:46:24,Kochi,Kerala,India,Tablet,No,Yes,No,16,4,1
TXN100503,CUST1612,4319100900404769,28,Male,Grocery,55239.06,2026-11-27,06:27:47,Kochi,Kerala,India,Mobile,No,No,Yes,10,0,0
TXN100504,CUST1310,2473107201137984,35,Male,E-Commerce,71984.76,2026-12-21,04:13:04,Mumbai,Maharashtra,India,Tablet,Yes,Yes,No,14,3,0
TXN100505,CUST1014,9014473404337009,45,Female,Fashion,107349.62,2026-01-25,09:23:05,Jaipur,Rajasthan,India,POS,No,No,Yes,12,5,1
TXN100506,CUST1381,8825562965754278,44,Female,Healthcare,13012.51,2026-05-10,04:21:59,Kochi,Kerala,India,Tablet,No,Yes,Yes,11,4,1
TXN100507,CUST1641,2958292361618808,24,Male,Restaurant,140179.06,2026-12-07,05:47:14,Kochi,Kerala,India,Tablet,Yes,No,No,18,3,1
TXN100508,CUST1536,6395613723081721,62,Female,Fashion,113382.3,2026-06-05,06:34:40,Coimbatore,Tamil Nadu,India,Laptop,Yes,Yes,Yes,10,0,0
